title,genres,rating,coverImg,bookLink
The Shadow of the Wind,"['Fiction', 'Historical Fiction']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628791882i/1232.jpg,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
"The Lion, the Witch and the Wardrobe","['Fantasy', 'Fiction']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353029077i/100915.jpg,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
A Story of Yesterday,"['Thriller', 'Spanish Literature']",4.59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630609122i/58913358.jpg,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday
Tuesdays with Morrie,"['Nonfiction', 'Memoir']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1423763749i/6900.jpg,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie
The Unbearable Lightness of Being,"['Fiction', 'Philosophy']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1265401884i/9717.jpg,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being
On the Road,"['Fiction', 'Travel']",3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1658929891i/70401.jpg,https://www.goodreads.com/book/show/70401.On_the_Road
The Name of the Rose,"['Fiction', 'Historical Fiction']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415375471i/119073.jpg,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose
The Godfather,"['Fiction', 'Classics']",4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394988109i/22034.jpg,https://www.goodreads.com/book/show/22034.The_Godfather
Where the Red Fern Grows,"['Classics', 'Fiction']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518702249i/10365.jpg,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows
Holes,"['Young Adult', 'Fiction']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618269830i/38709.jpg,https://www.goodreads.com/book/show/38709.Holes
In Cold Blood,"['Nonfiction', 'Classics']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424931136i/168642.jpg,https://www.goodreads.com/book/show/168642.In_Cold_Blood
Perfume: The Story of a Murderer,"['Fiction', 'Classics']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409112276i/343.jpg,https://www.goodreads.com/book/show/343.Perfume
The Scarlet Letter,"['Fiction', 'Classics']",3.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404810944i/12296.jpg,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter
Fight Club,"['Fiction', 'Classics']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558216416i/36236124.jpg,https://www.goodreads.com/book/show/36236124-fight-club
American Gods,"['Fantasy', 'Fiction']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1462924585i/30165203.jpg,https://www.goodreads.com/book/show/30165203-american-gods
The Five People You Meet in Heaven,"['Fiction', 'Contemporary']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200541i/3431.jpg,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven
The Divine Comedy,"['Poetry', 'Fiction']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657540227i/6656.jpg,https://www.goodreads.com/book/show/6656.The_Divine_Comedy
Watchmen,"['Graphic Novels', 'Fiction']",4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442239711i/472331.jpg,https://www.goodreads.com/book/show/472331.Watchmen
The Cat in the Hat,"['Childrens', 'Picture Books']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468890477i/233093.jpg,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat
Six of Crows,"['Fantasy', 'Young Adult']",4.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651710803i/23437156.jpg,https://www.goodreads.com/book/show/23437156-six-of-crows
All Quiet on the Western Front,"['Classics', 'Fiction']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632027397i/355697.jpg,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front
The Little House Collection,"['Classics', 'Historical Fiction']",4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1577932823i/114345.jpg,https://www.goodreads.com/book/show/114345.The_Little_House_Collection
"Hush, Hush","['Fantasy', 'Young Adult']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358261334i/6339664.jpg,https://www.goodreads.com/book/show/6339664-hush-hush
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","['Fantasy', 'Fiction']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615552073i/12067.jpg,https://www.goodreads.com/book/show/12067.Good_Omens
Lonesome Dove,"['Fiction', 'Historical Fiction']",4.54,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559668037i/256008.jpg,https://www.goodreads.com/book/show/256008.Lonesome_Dove
Peter Pan,"['Classics', 'Fantasy']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337714526i/34268.jpg,https://www.goodreads.com/book/show/34268.Peter_Pan
The Addiction Manifesto,"['Nonfiction', 'Self Help']",4.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1626523225i/58572970.jpg,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto
Love in the Time of Cholera,"['Fiction', 'Historical Fiction']",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644691354i/9712.jpg,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera
Catching Fire,"['Young Adult', 'Fiction']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1586722941i/6148028.jpg,https://www.goodreads.com/book/show/6148028-catching-fire
Insurgent,"['Young Adult', 'Dystopia']",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983.jpg,https://www.goodreads.com/book/show/11735983-insurgent
The Titan’s Curse,"['Fantasy', 'Young Adult']",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456.jpg,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse
The Battle of the Labyrinth,"['Fantasy', 'Young Adult']",4.42,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932.jpg,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth
A Walk to Remember,"['Romance', 'Fiction']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498755310i/35545737.jpg,https://www.goodreads.com/book/show/35545737-a-walk-to-remember
The Thorn Birds,"['Fiction', 'Historical Fiction']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548530867i/3412.jpg,https://www.goodreads.com/book/show/3412.The_Thorn_Birds
Harry Potter and the Sorcerer's Stone,"['Fantasy', 'Fiction']",4.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3.jpg,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
How the Grinch Stole Christmas!,"['Childrens', 'Picture Books']",4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327958149i/113946.jpg,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_
Clockwork Princess,"['Fantasy', 'Young Adult']",4.56,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436788488i/18335634.jpg,https://www.goodreads.com/book/show/18335634-clockwork-princess
The Compleat Works of Wllm Shkspr,"['Plays', 'Classics']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347579233i/1423.jpg,https://www.goodreads.com/book/show/1423.The_Compleat_Works_of_Wllm_Shkspr
Shadow Kiss,"['Young Adult', 'Fantasy']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316.jpg,https://www.goodreads.com/book/show/2802316-shadow-kiss
The Sea of Monsters,"['Fantasy', 'Young Adult']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186.jpg,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters
The Ultimate Hitchhiker’s Guide to the Galaxy,"['Science Fiction', 'Fiction']",4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404613595i/13.jpg,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy
Their Eyes Were Watching God,"['Classics', 'Fiction']",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368072803i/37415.jpg,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God
The Importance of Being Earnest,"['Classics', 'Plays']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298438452i/92303.jpg,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest
Atonement,"['Fiction', 'Historical Fiction']",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320449708i/6867.jpg,https://www.goodreads.com/book/show/6867.Atonement
The Wonderful Wizard of Oz,"['Classics', 'Fantasy']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398003737i/236093.jpg,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz
The Maze Runner,"['Young Adult', 'Dystopia']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375596592i/6186357.jpg,https://www.goodreads.com/book/show/6186357-the-maze-runner
The Three Musketeers,"['Classics', 'Fiction']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630475503i/7190.jpg,https://www.goodreads.com/book/show/7190.The_Three_Musketeers
"Eat, Pray, Love","['Nonfiction', 'Memoir']",3.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501.jpg,https://www.goodreads.com/book/show/19501.Eat_Pray_Love
The Lorax,"['Childrens', 'Picture Books']",4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1705520064i/7784.jpg,https://www.goodreads.com/book/show/7784.The_Lorax
The Song of Achilles,"['Fantasy', 'Historical Fiction']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357177533i/13623848.jpg,https://www.goodreads.com/book/show/13623848-the-song-of-achilles
Goodnight Moon,"['Childrens', 'Picture Books']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439223893i/32929.jpg,https://www.goodreads.com/book/show/32929.Goodnight_Moon
The Secret History,"['Fiction', 'Mystery']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451554846i/29044.jpg,https://www.goodreads.com/book/show/29044.The_Secret_History
Throne of Glass,"['Young Adult', 'Romance']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1495278054i/7896527.jpg,https://www.goodreads.com/book/show/7896527-throne-of-glass
The Haunting of Hill House,"['Horror', 'Fiction']",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327871336i/89717.jpg,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House
A Midsummer Night’s Dream,"['Plays', 'Fiction']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327874534i/1622.jpg,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream
The Hunger Games Trilogy,"['Young Adult', 'Fiction']",4.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360094673i/7938275.jpg,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset
Frostbite,"['Young Adult', 'Fantasy']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361098960i/2282133.jpg,https://www.goodreads.com/book/show/2282133.Frostbite
Murder on the Orient Express,"['Mystery', 'Classics']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1486131451i/853510.jpg,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
Heart of Darkness,"['Fiction', 'Classics']",3.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392799983i/4900.jpg,https://www.goodreads.com/book/show/4900.Heart_of_Darkness
Bridge to Terabithia,"['Fiction', 'Young Adult']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532478367i/40940121.jpg,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia
Tess of the D’Urbervilles,"['Fiction', 'Classics']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1633063778i/32261.jpg,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles
A Court of Mist and Fury,"['Fantasy', 'Romance']",4.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546406996i/17927395.jpg,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury
The Prophet,"['Poetry', 'Classics']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355046521i/2547.jpg,https://www.goodreads.com/book/show/2547.The_Prophet
Blood Promise,"['Young Adult', 'Fantasy']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153.jpg,https://www.goodreads.com/book/show/5996153-blood-promise
The Call of the Wild,"['Fiction', 'Classics']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452291694i/1852.jpg,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild
The Good Earth,"['Fiction', 'Historical Fiction']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312497600i/1078.jpg,https://www.goodreads.com/book/show/1078.The_Good_Earth
The Joy Luck Club,"['Fiction', 'Historical Fiction']",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304978653i/7763.jpg,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club
The Night Circus,"['Fantasy', 'Fiction']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387124618i/9361589.jpg,https://www.goodreads.com/book/show/9361589-the-night-circus
The Selection,"['Romance', 'Young Adult']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322103400i/10507293.jpg,https://www.goodreads.com/book/show/10507293-the-selection
Alice in Wonderland,"['Classics', 'Fantasy']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391458382i/13023.jpg,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland
The Silence of the Lambs,"['Horror', 'Fiction']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807.jpg,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs
The Phantom Tollbooth,"['Fantasy', 'Fiction']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558858485i/378.jpg,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
"Oh, the Places You’ll Go!","['Childrens', 'Picture Books']",4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630510695i/191139.jpg,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_
Madame Bovary,"['Fiction', 'Classics']",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606770119i/2175.jpg,https://www.goodreads.com/book/show/2175.Madame_Bovary
The Neverending Story,"['Fantasy', 'Classics']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554230952i/27712.jpg,https://www.goodreads.com/book/show/27712.The_Neverending_Story
